Moment,Reaction,Offensiveness,Responsibility
"You say, ""Nice to meet you,"" to a visiting client. She replies, ""We've actually met. Twice.""",Order a solution from Amazon.,-0.00,0.62
You let one rip during the middle of the presentation. Shoulda skipped the chili at lunch...,Correct them instantly--do not hold back.,1.38,0.48
"Your phone autocorrected ""six"" to ""sex"" in a text to your boss.",Avoid eye contact and back away slowly.,1.15,1.13
"Your blind colleague tells you about her recent promotion. You hold up your hand and say, ""High five!""",Play dead.,3.25,-0.59
"Your colleague talks about his cats incessantly. Seriously, he won't stop.",Ask Siri what to do.,-0.59,1.96
"You suggest a meeting over coffee, and your boss assumes it's a date.",Pretend you don't speak English.,2.31,-0.13
"You suggest a meeting over coffee, and your boss assumes it's a date.",Growl like a dog.,2.29,-0.71
"You curse loudly when your computer crashes. A co-worker and his young son are standing right there, aghast.",Avoid eye contact and back away slowly.,1.18,1.06
"When recruiting players for the staff softball game, your boss approaches the gay women first.",Tell them the devil made you do it.,4.28,-0.10
A disgruntled co-worker calls you retarded during a heated debate.,Start mentally drafting your letter of resignation.,-0.01,1.65
Your boss refers to the custodian as Juan. His name is John.,Sneak out the fire escape.,1.21,-0.63
"On a five-hour business road trip, your co-worker says, ""I made you a playlist that you'll really like. It's all Christian rock.""",Blame it on someone who already quit.,0.94,0.75
"A co-worker tells a racist joke, then says, ""Don't worry, I stole that from Chris Rock.""",Pretend you don't speak English.,1.31,0.44
"You repeatedly motion to a co-worker that he's got something on his face. He finally shouts, ""It's a mole!""","Say, ""I'll be right back."" Lie.",2.09,0.48
"When a co-worker announces she's leaving early for a funeral, you instinctively say, ""Have fun!""","Say, ""I'll be right back."" Lie.",2.21,0.01
"You curse loudly when your computer crashes. A co-worker and his young son are standing right there, aghast.",Make crazy eyes until they wet their pants.,2.42,-0.43
"You say, ""Nice to meet you,"" to a visiting client. She replies, ""We've actually met. Twice.""",Post passive-aggressive sticky notes.,2.00,-0.33
"A new technology innovation committee is formed, and you realize that no one over the age of 50 was invited to join.",Bring coffee for everything with a special ingredient: laxatives.,3.59,-0.84
You call your father at home late at night and your boss answers.,Channel your inner Wonder Woman.,0.72,1.52
"Your colleague talks about his cats incessantly. Seriously, he won't stop.",Tell them the devil made you do it.,-0.02,0.77
You reply to a co-worker before realizing he was actually talking on his Bluetooth.,Open mouth. Insert both feet.,-0.71,2.30
You're rocking out to the soundtrack of Disney's Frozen when you realize your headphones aren't plugged in and everyone's staring at you.,Start mentally drafting your letter of resignation.,-0.92,1.04
"You curse loudly when your computer crashes. A co-worker and his young son are standing right there, aghast.",Call your mom.,-0.60,1.52
"Your boss always makes a point to ask the minority employees for the their ""unique"" perspective.",Fake a heart attack.,2.32,-0.97
"Your boss always makes a point to ask the minority employees for the their ""unique"" perspective.",Hide in the bathroom until it all blows over.,0.59,-0.03
"Your blind colleague tells you about her recent promotion. You hold up your hand and say, ""High five!""","Say, ""I'll be right back."" Lie.",1.96,-0.38
"Your phone autocorrected ""six"" to ""sex"" in a text to your boss.",Post passive-aggressive sticky notes.,3.14,-0.20
"When you can't remember a name, you laugh and say, ""Oops, senior moment,"" before realizing that the colleagues you're talking to are over 65.",Put up your dukes and threaten to fight.,3.56,-0.48
A disgruntled co-worker calls you retarded during a heated debate.,Curl up into the fetal position.,-0.02,-0.51
An unknown co-worker always leaves used tissues on the conference table.,Start mentally drafting your letter of resignation.,0.39,0.61
You're using the only bathroom stall when someone runs in and frantically knocks on the door.,Pretend you don't speak English.,3.33,0.72
"A co-worker is proudly showing off his new ""Never don't give up"" tattoo.",Correct them instantly--do not hold back.,2.76,0.96
"A co-worker is proudly showing off his new ""Never don't give up"" tattoo.",Accept it and move on.,-1.12,4.75
You let one rip during the middle of the presentation. Shoulda skipped the chili at lunch...,Claim it was your identical twin.,0.16,0.51
You discover that your starting salary is lower than your colleague's despite having the same job title.,Claim it was your identical twin.,-0.22,-0.26
You accidentally sit on ketchup at lunch.,Go take an emergency shower because you feel unclean.,-0.96,4.44
You realize too late that the office banquet you planned is happening over Ramadan--while a colleague will be fasting.,Pretend you don't speak English.,2.91,-0.52
"A co-worker is proudly showing off his new ""Never don't give up"" tattoo.",Ask for a raise.,-0.11,0.77
"When your boss announces that there will be no holiday bonuses, your colleague says, ""Well, that's gay.""",Post passive-aggressive sticky notes.,1.78,0.71
You realize too late that the office banquet you planned is happening over Ramadan--while a colleague will be fasting.,Rant about it on Twitter.,3.42,-0.31
"Your phone autocorrected ""six"" to ""sex"" in a text to your boss.",Curl up into the fetal position.,0.40,0.26
"When you can't remember a name, you laugh and say, ""Oops, senior moment,"" before realizing that the colleagues you're talking to are over 65.",Deny it ever happened.,2.11,-0.29
"Your boss always makes a point to ask the minority employees for the their ""unique"" perspective.",Start a slow clap.,2.00,0.08
You get nervous and fake a British accent during your interview--and you get hired.,Fake a heart attack.,1.86,-0.59
"Your boss always makes a point to ask the minority employees for the their ""unique"" perspective.",Pretend you don't speak English.,3.29,0.23
You're rocking out to the soundtrack of Disney's Frozen when you realize your headphones aren't plugged in and everyone's staring at you.,Ask Siri what to do.,-0.77,2.10
You realize too late that the wireless presentation microphone is still on during your bathroom break.,Deny it ever happened.,0.29,1.18
"A new technology innovation committee is formed, and you realize that no one over the age of 50 was invited to join.",Fake a heart attack.,2.33,0.13
You're adjusting your Spanx alone in the elevator just as the doors open to reveal a waiting crowd.,Rant about it on Twitter.,1.19,1.16
A disgruntled co-worker calls you retarded during a heated debate.,Go take an emergency shower because you feel unclean.,0.14,0.33
An unknown co-worker always leaves used tissues on the conference table.,Hang your head in shame.,-0.38,-0.30
"A co-worker is proudly showing off his new ""Never don't give up"" tattoo.",Make a run for the border.,1.23,0.35
You let one rip during the middle of the presentation. Shoulda skipped the chili at lunch...,"Say, ""I'll be right back."" Lie.",1.08,0.22
"Your colleague talks about his cats incessantly. Seriously, he won't stop.",Claim it was your identical twin.,0.48,0.16
There's a picture with your face photoshopped onto a naked model posted in the stairwell.,Bring coffee for everything with a special ingredient: laxatives.,2.07,-0.35
"You forget to include a vegetarian option at the work BBQ. The company president, a vegetarian, is coming.",Hang your head in shame.,-0.22,2.03
"When you bend over to tie your shoe, your pants split open. You really wish you hadn't worn those bright pink undies.",Post passive-aggressive sticky notes.,2.13,-0.02
You reply to a co-worker before realizing he was actually talking on his Bluetooth.,Pretend you don't speak English.,0.68,0.23
A disgruntled co-worker calls you retarded during a heated debate.,Accept it and move on.,-0.41,3.20
"Your boss always makes a point to ask the minority employees for the their ""unique"" perspective.",Call security.,3.37,-0.14
There's a picture with your face photoshopped onto a naked model posted in the stairwell.,Ask Siri what to do.,-0.30,1.01
"Your phone autocorrected ""six"" to ""sex"" in a text to your boss.",Start updating your resume.,0.56,2.78
"When you can't remember a name, you laugh and say, ""Oops, senior moment,"" before realizing that the colleagues you're talking to are over 65.",Write your local congressperson.,0.67,0.47
"You suggest a meeting over coffee, and your boss assumes it's a date.",Deny it ever happened.,1.40,0.16
